src/locales/TRANSLATION_GUIDE.md	1	1	1	0
src/locales/en/translation.yaml	9	1	203	161
src/locales/es/translation.yaml	10	2	191	153
src/locales/nl/translation.yaml	10	2	191	153
src/locales/ru/translation.yaml	6	6	1	1
